type,subtype,city,street,pubMillis
police,,santiago,santa elena,1748981305000
jam,jam_stand_still_traffic,las condes,av. manquehue,1748981299000
hazard,hazard_on_road,peñalolén,av. los presidentes,1748981316000
jam,,,salida 7b-s américo vespucio sur > oriente,1748981330000
hazard,hazard_on_shoulder_car_stopped,san ramón,av. santa rosa,1748981331000
chit_chat,,puente alto,cardenal oviedo,1748981321000
hazard,hazard_on_road,las condes,imperial,1748981334000
jam,jam_heavy_traffic,vitacura,camino santa teresa de los andes,1748981338000
police,,san joaquín,av. santa rosa,1748981332000
police,,santiago,av. libertador bernardo o'higgins,1748981357000
police,,la reina,av. príncipe de gales,1748981333000
hazard,hazard_on_road_construction,las condes,imperial,1748981331000
jam,jam_stand_still_traffic,las condes,av. presidente riesco,1748981339000
hazard,hazard_on_shoulder_car_stopped,la cisterna,gran avenida josé miguel carrera,1748981338000
police,,chicureo,av. ignacio carrera pinto,1748981379000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748981368000
jam,jam_stand_still_traffic,santiago,av. manuel rodríguez,1748981366000
jam,jam_heavy_traffic,peñalolén,av. américo vespucio,1748981380000
jam,,san miguel,av. carlos valdovinos,1748981384000
jam,jam_stand_still_traffic,vitacura,av. américo vespucio norte,1748981379000
hazard,hazard_on_shoulder_car_stopped,providencia,hernando de aguirre,1748981384000
police,,san miguel,gran avenida josé miguel carrera,1748981390000
police,,providencia,josé manuel infante,1748981371000
hazard,hazard_on_road_object,,ruta 78,1748981372000
jam,jam_stand_still_traffic,,ruta 76 / camino a melipilla,1748981373000
police,,la cisterna,av. lo ovalle,1748981398000
police,,la pintana,san leandro,1748981398000
police,,,ruta 5 norte,1748981416000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748981410000
jam,,,ruta g-16,1748981417000
jam,jam_heavy_traffic,peñalolén,av. américo vespucio,1748981397000
jam,jam_stand_still_traffic,las condes,av. alexander fleming,1748981403000
police,police_visible,buin,av. manuel rodríguez oriente,1748981411000
police,,estación central,av. gladys marín millie,1748981384000
jam,jam_heavy_traffic,las condes,av. cristóbal colón,1748981433000
jam,jam_stand_still_traffic,vitacura,camino santa teresa de los andes,1748981461000
hazard,hazard_on_shoulder_car_stopped,la reina,av. francisco bilbao,1748981440000
jam,jam_stand_still_traffic,la reina,nueva príncipe de gales,1748981433000
hazard,hazard_on_shoulder_car_stopped,lo barnechea,av. la dehesa,1748981440000
police,,peñalolén,av. diagonal las torres,1748981458000
jam,jam_stand_still_traffic,providencia,av. francisco bilbao,1748981430000
hazard,hazard_on_shoulder_car_stopped,santiago,marín,1748981383000
jam,jam_heavy_traffic,vitacura,av. presidente kennedy,1748981419000
jam,jam_stand_still_traffic,vitacura,av. presidente kennedy,1748981280000
jam,jam_heavy_traffic,macul,av. américo vespucio,1748981359000
jam,jam_stand_still_traffic,la reina,nocedal,1748981284000
hazard,hazard_on_shoulder_car_stopped,providencia,hernando de aguirre,1748981423000
hazard,hazard_on_road_object,,ruta 78,1748981456000
hazard,hazard_on_road_object,cerrillos,av. lo errázuriz,1748981433000
jam,,maipú,av. 2ª transversal,1748981446000
police,,san ramón,carlos dávila,1748981466000
hazard,hazard_on_road_traffic_light_fault,san ramón,av. santa rosa,1748981470000
hazard,hazard_on_road_construction,la florida,manutara,1748981448000
hazard,hazard_on_shoulder_car_stopped,buin,camino buin - alto jahuel,1748981465000
hazard,hazard_on_road_pot_hole,recoleta,av. guanaco,1748981470000
hazard,hazard_on_road_object,providencia,luis thayer ojeda,1748981499000
hazard,hazard_on_road_pot_hole,providencia,luis thayer ojeda,1748981489000
jam,jam_heavy_traffic,santiago,av. libertador bernardo o'higgins,1748981468000
jam,jam_heavy_traffic,maipú,av. pajaritos,1748981492000
jam,jam_heavy_traffic,buin,camino buin - alto jahuel,1748981476000
hazard,hazard_on_road_object,chicureo,,1748981501000
jam,,lo barnechea,av. las condes,1748981519000
hazard,hazard_on_shoulder_car_stopped,santiago,av. santa rosa,1748981526000
hazard,hazard_on_shoulder_car_stopped,las condes,tomás moro,1748981518000
chit_chat,,las condes,av. apoquindo,1748981524000
police,,cerrillos,av. lo errázuriz,1748981535000
jam,jam_stand_still_traffic,la florida,av. la florida,1748981510000
hazard,hazard_on_road_construction,la florida,manutara,1748981535000
jam,jam_heavy_traffic,talagante,lucas pacheco,1748981529000
hazard,hazard_on_road_construction,providencia,av. antonio varas,1748981536000
jam,jam_stand_still_traffic,san joaquín,av. carlos valdovinos,1748981536000
jam,jam_heavy_traffic,las condes,martín de zamora,1748981546000
jam,jam_stand_still_traffic,san miguel,av. carlos valdovinos,1748981555000
hazard,hazard_on_road_object,la pintana,av. observatorio,1748981552000
hazard,hazard_on_road,san joaquín,av. santa rosa,1748981552000
hazard,hazard_on_road_construction,puente alto,av. concha y toro,1748981569000
hazard,hazard_on_road_pot_hole,la granja,av. punta arenas,1748981565000
hazard,hazard_on_road_construction,la pintana,av. observatorio,1748981546000
accident,,la florida,av. américo vespucio,1748981566000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 sur,1748981573000
police,,santiago,agustinas,1748981588000
hazard,hazard_on_road_pot_hole,santiago,av. portales,1748981590000
jam,jam_stand_still_traffic,santiago,av. libertador bernardo o'higgins,1748981592000
hazard,hazard_on_shoulder_car_stopped,maipú,av. américo vespucio,1748981572000
jam,jam_stand_still_traffic,,autopista central,1748981581000
police,,san miguel,av. santa rosa,1748981592000
hazard,hazard_on_road_pot_hole,providencia,av. providencia,1748981590000
police,,santiago,arturo prat,1748981597000
jam,jam_stand_still_traffic,san bernardo,av. ochagavía,1748981583000
hazard,hazard_on_road_object,puente alto,av. ernesto alvear,1748981594000
jam,jam_heavy_traffic,la pintana,av. gabriela,1748981582000
hazard,hazard_on_shoulder_car_stopped,lo barnechea,monseñor adolfo rodríguez,1748981604000
police,,santiago,av. libertador bernardo o'higgins,1748981605000
hazard,hazard_on_road_pot_hole,renca,av. domingo santa maría,1748981612000
jam,jam_stand_still_traffic,vitacura,av. tabancura,1748981634000
jam,jam_heavy_traffic,peñalolén,av. grecia,1748981628000
police,,macul,av. vicuña mackenna,1748981621000
police,,peñaflor,av. vicuña mackenna,1748981628000
hazard,hazard_on_shoulder_car_stopped,cerrillos,av. lo errázuriz,1748981619000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. camilo henríquez,1748981620000
jam,jam_heavy_traffic,talagante,balmaceda,1748981644000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 sur,1748981617000
police,,renca,puerto montt,1748981634000
jam,jam_heavy_traffic,las condes,los militares,1748981670000
jam,,la florida,josé miguel carrera,1748981671000
jam,,lampa,cacique colin,1748981695000
police,,,autopista nororiente,1748981686000
hazard,hazard_on_road_construction,santiago,mapocho,1748981687000
hazard,hazard_on_road_construction,estación central,av. 5 de abril,1748981671000
hazard,hazard_on_shoulder_car_stopped,cerrillos,av. lo errázuriz,1748981680000
police,,santiago,av. libertador bernardo o'higgins,1748981683000
jam,,cerrillos,av. pedro aguirre cerda,1748981678000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748981690000
jam,jam_heavy_traffic,providencia,av. pedro de valdivia,1748981682000
hazard,hazard_on_shoulder_car_stopped,providencia,av. santa maría,1748981673000
hazard,hazard_on_shoulder_car_stopped,las condes,los militares,1748981688000
police,,vitacura,las hualtatas,1748981680000
jam,jam_heavy_traffic,la florida,av. diego portales,1748981712000
police,,,autopista nororiente,1748981734000
road_closed,,quinta normal,mapocho,1748979721000
jam,jam_stand_still_traffic,vitacura,av. tabancura,1748981709000
police,,las condes,av. apoquindo,1748981735000
chit_chat,,san miguel,gran avenida josé miguel carrera,1748981681000
jam,jam_stand_still_traffic,vitacura,av. tabancura,1748981679000
jam,jam_stand_still_traffic,las condes,av. manquehue norte,1748981651000
police,,santiago,carlos silva vildósola,1748981662000
jam,jam_stand_still_traffic,el bosque,av. ochagavía,1748981714000
jam,jam_heavy_traffic,macul,av. américo vespucio,1748981748000
hazard,hazard_on_shoulder_car_stopped,,autopista costanera norte,1748981744000
jam,jam_stand_still_traffic,,salida a américo vespucio sur > cerrillos,1748981764000
police,,santiago,av. manuel antonio matta,1748981764000
jam,jam_heavy_traffic,providencia,av. pedro de valdivia,1748981745000
jam,jam_heavy_traffic,las condes,las tranqueras,1748981749000
chit_chat,,santiago,av. santa rosa,1748981763000
police,police_hiding,la cisterna,gran avenida josé miguel carrera,1748981783000
hazard,hazard_on_road_pot_hole,la florida,av. américo vespucio,1748981754000
police,,,,1748981777000
jam,jam_heavy_traffic,conchalí,av. pedro fontova,1748981792000
hazard,hazard_on_road_traffic_light_fault,pudahuel,av. san pablo,1748981797000
jam,jam_stand_still_traffic,las condes,av. padre hurtado,1748981781000
jam,jam_stand_still_traffic,santiago,tarapacá,1748981779000
hazard,hazard_on_road_object,las condes,av. manquehue sur,1748981788000
hazard,hazard_on_road_construction,providencia,av. nueva providencia,1748981796000
hazard,hazard_on_shoulder_car_stopped,providencia,luis thayer ojeda,1748981779000
hazard,hazard_on_road_pot_hole,puente alto,dr. carlos miranda,1748981817000
jam,jam_stand_still_traffic,la reina,av. echeñique,1748981829000
police,,providencia,alférez real,1748981812000
hazard,hazard_on_road_construction,peñalolén,av. quilín norte,1748981827000
hazard,hazard_on_road_construction,peñalolén,mariano sánchez fontecilla,1748981820000
jam,,peñaflor,21 de mayo,1748981818000
hazard,hazard_on_road_pot_hole,colina,general san martín,1748981845000
hazard,hazard_on_road_pot_hole,las condes,av. américo vespucio norte,1748981870000
hazard,hazard_on_road_traffic_light_fault,providencia,los españoles,1748981863000
jam,jam_stand_still_traffic,vitacura,av. vitacura,1748981852000
police,,lo barnechea,comandante malbec,1748981858000
accident,,cerrillos,corredor transporte público pedro aguirre cerda,1748981879000
jam,jam_heavy_traffic,,autopista vespucio norte,1748981887000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748981877000
chit_chat,,pudahuel,av. américo vespucio,1748981873000
police,,,autopista vespucio norte,1748981901000
jam,jam_heavy_traffic,,autopista central,1748981874000
jam,jam_stand_still_traffic,maipú,av. pajaritos,1748981905000
police,,las condes,av. padre hurtado sur,1748981902000
police,,ñuñoa,av. vicuña mackenna,1748981890000
hazard,hazard_on_shoulder_car_stopped,santiago,sierra bella,1748981893000
jam,jam_heavy_traffic,puente alto,av. sargento menadier,1748981910000
police,,quinta normal,lo espinoza,1748981909000
police,,providencia,constitución,1748981914000
jam,jam_heavy_traffic,las condes,juan esteban montero,1748981920000
police,,recoleta,pío nono,1748981931000
police,,lo barnechea,av. las condes,1748981923000
police,,"los morros, san bernardo",pasaje isla navarino,1748981924000
hazard,hazard_on_shoulder_car_stopped,el bosque,gran avenida josé miguel carrera,1748981931000
police,,estación central,av. 5 de abril,1748981954000
chit_chat,,santiago,beauchef,1748981947000
police,,estación central,av. 5 de abril,1748981945000
jam,jam_stand_still_traffic,,,1748981964000
jam,,renca,av. brasil,1748981958000
hazard,hazard_on_road_pot_hole,peñalolén,av. quilín,1748981969000
jam,jam_stand_still_traffic,providencia,av. pedro de valdivia,1748981958000
jam,jam_stand_still_traffic,ñuñoa,av. ossa,1748981947000
jam,jam_stand_still_traffic,ñuñoa,los aliaga,1748981951000
jam,jam_heavy_traffic,san miguel,alcalde pedro alarcón,1748981977000
hazard,hazard_on_shoulder_car_stopped,la florida,av. vicuña mackenna,1748981965000
police,,la granja,las tranqueras,1748981974000
hazard,hazard_on_road_pot_hole,puente alto,av. ernesto alvear,1748981957000
hazard,hazard_on_road_construction,santiago,general mackenna,1748981980000
police,police_hiding,pedro aguirre cerda,av. isabel riquelme,1748982000000
hazard,hazard_on_shoulder_car_stopped,santiago,conferencia,1748981992000
hazard,hazard_on_road_pot_hole,las condes,av. américo vespucio norte,1748982007000
jam,jam_stand_still_traffic,providencia,av. pedro de valdivia,1748981990000
police,,la pintana,av. santa rosa,1748982003000
chit_chat,,la florida,av. vicuña mackenna,1748981996000
police,,,av. san antonio de naltagua,1748982024000
hazard,hazard_on_road_construction,lampa,av. presidente eduardo frei montalva,1748982019000
jam,jam_stand_still_traffic,conchalí,av. fermín vivaceta,1748982042000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748982017000
hazard,hazard_on_road_pot_hole,huechuraba,av. pedro fontova norte,1748982026000
police,police_hiding,pedro aguirre cerda,av. isabel riquelme,1748982014000
jam,jam_stand_still_traffic,las condes,alonso de córdova / kennedy > oriente,1748982030000
jam,jam_heavy_traffic,las condes,av. cristóbal colón,1748982026000
hazard,hazard_on_shoulder_car_stopped,santiago,carmen,1748981973000
hazard,hazard_on_shoulder_car_stopped,las condes,camino el alba,1748982007000
hazard,hazard_on_road_construction,providencia,av. nueva providencia,1748981857000
police,,,av. lo espejo > poniente,1748982041000
police,,cerrillos,estacionamiento líder oeste,1748982020000
police,,la florida,av. vicuña mackenna,1748982049000
hazard,hazard_on_road,la granja,san gregorio,1748982026000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748982069000
hazard,hazard_on_shoulder_car_stopped,huechuraba,av. pedro fontova norte,1748982048000
jam,jam_heavy_traffic,vitacura,gran vía,1748982077000
hazard,hazard_on_road_construction,santiago,san diego,1748982054000
police,,ñuñoa,av. vicuña mackenna,1748982068000
jam,jam_stand_still_traffic,providencia,av. pedro de valdivia,1748982062000
jam,,peñalolén,av. quilín,1748982061000
hazard,hazard_on_road_construction,las condes,av. francisco bulnes correa oriente,1748982054000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748982061000
jam,,lampa,los espinos,1748982105000
hazard,hazard_on_shoulder_car_stopped,chicureo,av. chicureo,1748982087000
police,,santiago,moneda,1748982095000
chit_chat,,pedro aguirre cerda,av. isabel riquelme,1748982083000
hazard,hazard_on_road_construction,maipú,av. américo vespucio,1748982099000
chit_chat,,pedro aguirre cerda,av. isabel riquelme,1748982103000
jam,jam_heavy_traffic,cerrillos,av. lo errázuriz,1748982095000
hazard,hazard_on_road_construction,pudahuel,cordillera,1748982095000
jam,jam_heavy_traffic,santiago,av. manuel rodríguez,1748982102000
jam,jam_heavy_traffic,vitacura,av. vitacura,1748982086000
hazard,hazard_on_road_construction,providencia,av. suecia,1748982108000
jam,jam_heavy_traffic,providencia,av. ricardo lyon,1748982114000
jam,,,pronto copec,1748982096000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748982102000
police,,el bosque,general körner,1748982119000
police,,la cisterna,gran avenida josé miguel carrera,1748982102000
jam,jam_heavy_traffic,la florida,av. walker martínez,1748982090000
police,,puente alto,pasaje 26,1748982094000
police,,estación central,av. 5 de abril,1748982138000
hazard,hazard_on_shoulder_car_stopped,renca,av. apóstol santiago,1748982125000
jam,jam_heavy_traffic,quinta normal,nueva imperial,1748982132000
jam,jam_heavy_traffic,,autopista central - eje gral. velásquez,1748982116000
jam,jam_stand_still_traffic,providencia,av. eliodoro yáñez,1748982143000
jam,,,autopista vespucio sur,1748982150000
jam,,,autopista vespucio sur,1748982134000
police,,la florida,av. vicuña mackenna,1748982125000
police,,quilicura,av. presidente eduardo frei montalva,1748982165000
jam,jam_heavy_traffic,quilicura,av. presidente eduardo frei montalva,1748982151000
hazard,hazard_on_shoulder_car_stopped,,autopista central - eje gral. velásquez,1748982175000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio norte,1748982157000
hazard,hazard_on_road_pot_hole,las condes,av. américo vespucio sur,1748982179000
jam,,providencia,manuel montt,1748982171000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. portales,1748982183000
police,,calera de tango,av. calera de tango,1748982161000
jam,jam_heavy_traffic,peñalolén,av. departamental,1748982163000
police,,la obra,domingo muñoz,1748982169000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748982165000
police,,quilicura,av. presidente eduardo frei montalva,1748982198000
jam,jam_heavy_traffic,santiago,moneda,1748982208000
chit_chat,,estación central,obispo javier vásquez,1748982192000
jam,jam_heavy_traffic,,autopista central,1748982199000
police,,estación central,pasaje las magnolias,1748982203000
hazard,hazard_on_road_pot_hole,las condes,av. las condes,1748982180000
chit_chat,,la reina,av. príncipe de gales,1748982188000
jam,,providencia,av. eliodoro yáñez,1748982188000
police,,providencia,av. francisco bilbao,1748982203000
hazard,hazard_on_road_pot_hole,las condes,kennedy lateral,1748982205000
jam,,la reina,padre hurtado,1748982199000
jam,,san bernardo,av. padre hurtado,1748982197000
jam,jam_heavy_traffic,la reina,av. alcalde fernando castillo velasco,1748982229000
hazard,hazard_on_shoulder_car_stopped,,retorno,1748982236000
jam,jam_heavy_traffic,la reina,retorno,1748982237000
police,,recoleta,av. recoleta,1748982213000
chit_chat,,,autopista nororiente,1748982262000
jam,,chicureo,av. chicureo,1748982263000
jam,jam_heavy_traffic,santiago,av. manuel rodríguez,1748982249000
hazard,hazard_on_road_pot_hole,vitacura,av. manquehue norte,1748982264000
chit_chat,,san miguel,euclides,1748982255000
jam,jam_heavy_traffic,la reina,av. alcalde fernando castillo velasco,1748982253000
hazard,hazard_on_road_traffic_light_fault,las condes,av. presidente sebastián piñera echenique,1748982274000
hazard,hazard_on_road,,autopista central,1748982251000
jam,jam_heavy_traffic,,autopista vespucio sur,1748982263000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. ejército libertador,1748982283000
police,,san joaquín,nicanor de la sotta,1748982262000
hazard,hazard_on_shoulder_car_stopped,,autopista costanera norte,1748982294000
police,,pudahuel,av. la estrella,1748982278000
jam,jam_heavy_traffic,macul,ramón cruz montt,1748982292000
hazard,hazard_on_road_object,ñuñoa,av. grecia,1748982304000
hazard,hazard_on_road_object,macul,av. monseñor carlos casanueva,1748982285000
police,,providencia,ramón carnicer,1748982305000
jam,jam_heavy_traffic,,salida 5 > tobalaba,1748982300000
police,,,ruta 78,1748982280000
police,,san bernardo,av. padre hurtado,1748982304000
jam,,,autopista vespucio sur,1748982291000
jam,jam_heavy_traffic,puente alto,av. gabriela poniente,1748982313000
hazard,hazard_on_shoulder_car_stopped,,autopista central - eje gral. velásquez,1748982331000
hazard,hazard_on_road_car_stopped,,ruta 5 norte,1748982321000
jam,jam_heavy_traffic,santiago,coronel robles,1748982326000
hazard,hazard_on_road_pot_hole,quilicura,av. presidente eduardo frei montalva,1748982338000
police,,pedro aguirre cerda,maipú,1748982328000
hazard,hazard_on_road_traffic_light_fault,independencia,av. fermín vivaceta,1748982325000
chit_chat,,providencia,av. suecia,1748982341000
jam,,providencia,av. tobalaba,1748982318000
police,,peñalolén,av. los presidentes,1748982342000
jam,jam_stand_still_traffic,providencia,av. providencia,1748982330000
jam,jam_heavy_traffic,macul,ramón cruz montt,1748982321000
police,,ñuñoa,diagonal oriente,1748981596000
police,,las condes,hermanos cabot,1748982121000
police,,"malloco, peñaflor",av. balmaceda,1748982336000
jam,,la pintana,av. san francisco,1748982339000
police,,talagante,av. bernardo o'higgins,1748982337000
police,,recoleta,lavalleja,1748982365000
police,,providencia,av. eliodoro yáñez,1748982357000
jam,,la reina,av. francisco bilbao,1748982367000
police,,"malloco, peñaflor",av. balmaceda,1748982353000
jam,jam_heavy_traffic,san bernardo,almirante riveros,1748982348000
police,,puente alto,av. santa rosa,1748982358000
police,,puente alto,av. santa rosa,1748982377000
jam,jam_stand_still_traffic,chicureo,camino chicureo,1748982391000
jam,jam_stand_still_traffic,,ruta g-16,1748982374000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748982391000
chit_chat,,lo prado,av. las torres,1748982401000
hazard,hazard_on_shoulder_car_stopped,ñuñoa,av. grecia,1748982380000
jam,jam_stand_still_traffic,las condes,av. las condes,1748982391000
hazard,hazard_on_road_construction,providencia,av. suecia,1748982382000
jam,jam_heavy_traffic,san miguel,rivas,1748982384000
jam,,,autopista vespucio sur,1748982407000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748982388000
jam,jam_stand_still_traffic,,ruta 5 norte,1748982430000
police,,puente alto,av. gabriela poniente,1748982440000
jam,jam_stand_still_traffic,buin,argentina,1748982439000
police,,buin,manuel montt,1748982434000
jam,,pudahuel,av. américo vespucio,1748982463000
jam,jam_stand_still_traffic,providencia,av. vicuña mackenna,1748982438000
jam,jam_heavy_traffic,la reina,padre hurtado,1748982449000
police,,lo barnechea,los trapenses,1748982459000
hazard,hazard_on_road_construction,providencia,av. suecia,1748982457000
jam,jam_heavy_traffic,ñuñoa,dublé almeyda,1748982456000
jam,jam_stand_still_traffic,"nos, san bernardo",camino nos a los morros,1748982443000
chit_chat,,la florida,av. vicuña mackenna,1748982447000
accident,,puente alto,av. gabriela poniente,1748982457000
jam,,puente alto,av. gabriela poniente,1748982447000
jam,jam_heavy_traffic,la florida,josé miguel carrera,1748982453000
police,,chicureo,av. del valle,1748982487000
jam,,santiago,morandé,1748982492000
police,,quilicura,av. manuel antonio matta,1748982493000
hazard,hazard_on_road_construction,santiago,portugal,1748982472000
hazard,hazard_on_shoulder_car_stopped,providencia,luis thayer ojeda,1748982485000
jam,jam_heavy_traffic,ñuñoa,hamburgo,1748982495000
jam,,las condes,av. américo vespucio sur,1748982488000
jam,jam_stand_still_traffic,santiago,portugal,1748982470000
jam,jam_stand_still_traffic,providencia,nueva tobalaba,1748982500000
hazard,hazard_on_road_construction,ñuñoa,av. grecia,1748982471000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748982496000
hazard,hazard_on_shoulder_car_stopped,,salida camino a rinconada > maipú,1748982479000
hazard,hazard_on_shoulder_car_stopped,la florida,av. santa raquel,1748982487000
jam,,la florida,av. la florida,1748982478000
hazard,hazard_on_road_construction,huechuraba,san clemente,1748982506000
hazard,hazard_on_road_object,chicureo,av. chicureo,1748982504000
jam,,las condes,tomás moro,1748982517000
jam,,las condes,martín de zamora,1748982523000
jam,jam_heavy_traffic,vitacura,gran vía,1748982530000
jam,,san bernardo,12 de febrero,1748982529000
jam,,san bernardo,12 de febrero,1748982510000
jam,jam_heavy_traffic,puente alto,av. eyzaguirre,1748982520000
jam,jam_heavy_traffic,la florida,av. américo vespucio,1748982532000
police,,pirque,av. virginia subercaseaux,1748982538000
jam,jam_stand_still_traffic,talagante,lucas pacheco,1748982528000
police,,,autopista nororiente,1748982555000
police,,peralito,alejandro dip,1748982559000
accident,,,autopista vespucio norte,1748982547000
jam,,pudahuel,av. américo vespucio,1748982546000
jam,jam_heavy_traffic,,salida 8b > ruta 5 norte / la serena,1748982565000
jam,jam_heavy_traffic,peñalolén,viña cousiño,1748982554000
jam,jam_stand_still_traffic,las condes,av. las condes,1748982550000
jam,jam_heavy_traffic,vitacura,las hualtatas,1748982556000
jam,jam_heavy_traffic,ñuñoa,av. grecia,1748982556000
jam,jam_heavy_traffic,las condes,charles hamilton,1748982540000
jam,jam_stand_still_traffic,la cisterna,av. presidente josé joaquín prieto vial,1748982573000
hazard,hazard_on_road,puente alto,av. concha y toro,1748982559000
hazard,hazard_on_shoulder_car_stopped,san ramón,av. américo vespucio,1748982565000
jam,jam_stand_still_traffic,talagante,lucas pacheco,1748982564000
jam,jam_stand_still_traffic,huechuraba,av. américo vespucio,1748982573000
police,,maipú,blanco encalada,1748982582000
police,police_hiding,renca,av. dorsal,1748982597000
police,,san joaquín,sierra bella,1748982577000
jam,jam_stand_still_traffic,ñuñoa,av. ossa,1748982594000
chit_chat,,lo barnechea,av. las condes,1748982601000
police,,,ruta 76 / camino a melipilla,1748982578000
jam,,san bernardo,almirante riveros,1748982580000
hazard,hazard_on_shoulder_car_stopped,la florida,av. trinidad,1748982590000
jam,jam_heavy_traffic,la florida,av. vicuña mackenna,1748982587000
jam,,lampa,cacique colin,1748982607000
police,,,ruta g-16,1748982616000
hazard,hazard_on_shoulder_car_stopped,,autopista costanera norte,1748982618000
hazard,hazard_on_road_object,,autopista central,1748982610000
jam,,santiago,toesca,1748982624000
hazard,hazard_on_road_object,,autopista vespucio norte,1748982553000
jam,jam_heavy_traffic,,autopista central - eje gral. velásquez,1748982530000
police,,santiago,marín,1748982613000
jam,jam_heavy_traffic,la reina,padre hurtado,1748982614000
police,,vitacura,entrada estacionamientos casa costanera,1748982634000
jam,jam_heavy_traffic,las condes,tomás moro,1748982402000
jam,jam_stand_still_traffic,santiago,portugal,1748982416000
accident,,las condes,chesterton,1748982270000
jam,jam_stand_still_traffic,la reina,av. echeñique,1748981626000
jam,jam_heavy_traffic,las condes,kennedy lateral,1748981547000
jam,jam_heavy_traffic,providencia,condell,1748981667000
police,,san miguel,gran avenida josé miguel carrera,1748981702000
hazard,hazard_on_shoulder_car_stopped,providencia,luis thayer ojeda,1748981542000
hazard,hazard_on_shoulder_car_stopped,providencia,av. los leones,1748982481000
police,,santiago,placer,1748982073000
hazard,hazard_weather_heavy_snow,la granja,santa ana,1748982628000
police,,,ruta 79,1748982623000
police,,,ruta g-358 / ribera sur río maipo,1748982633000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748982650000
jam,jam_stand_still_traffic,chicureo,av. chicureo,1748982636000
chit_chat,,,ruta g-16,1748982655000
hazard,hazard_on_road_construction,estación central,av. libertador bernardo o'higgins,1748982654000
jam,jam_stand_still_traffic,la reina,av. echeñique,1748982660000
chit_chat,,,ruta 79,1748982671000
jam,jam_heavy_traffic,la florida,froilán roa,1748982676000
hazard,hazard_on_road_object,la granja,santa ana,1748982663000
police,,,ruta g-182 / camino el noviciado,1748982678000
hazard,hazard_on_shoulder_car_stopped,,salida 0-s > alameda / portales,1748982685000
hazard,hazard_on_shoulder_car_stopped,ñuñoa,rodrigo de araya,1748982685000
hazard,hazard_on_road,,autopista vespucio oriente,1748982678000
jam,jam_heavy_traffic,las condes,av. apoquindo,1748982691000
police,,la reina,av. francisco bilbao,1748982679000
chit_chat,,recoleta,bellavista,1748982692000
jam,jam_stand_still_traffic,peñalolén,mariano sánchez fontecilla,1748982699000
accident,,,ruta 76 / camino a melipilla,1748982701000
accident,accident_major,san ramón,av. santa rosa,1748982695000
hazard,hazard_on_road_pot_hole,peñalolén,san luis de macul,1748982701000
jam,jam_heavy_traffic,la florida,av. departamental,1748982698000
jam,,lampa,cacique colin,1748982701000
hazard,hazard_on_shoulder_car_stopped,quilicura,caupolicán,1748982733000
hazard,hazard_on_road_object,,ruta 5 norte,1748982710000
jam,,conchalí,av. dorsal,1748982732000
hazard,hazard_on_road_pot_hole,santiago,viel,1748982736000
jam,jam_heavy_traffic,quilicura,av. manuel antonio matta,1748982710000
hazard,hazard_on_road_pot_hole,,av. presidente eduardo frei montalva,1748982734000
jam,,macul,av. quilín,1748982707000
chit_chat,,san miguel,av. carlos valdovinos,1748982712000
police,,san joaquín,alcalde pedro alarcón,1748982717000
hazard,hazard_on_shoulder_car_stopped,providencia,nueva de lyon,1748982731000
jam,jam_stand_still_traffic,las condes,dr. mauricio wainer norman,1748982739000
police,,san bernardo,av. colón norte,1748982737000
accident,,,ruta 76 / camino a melipilla,1748982735000
jam,jam_stand_still_traffic,la florida,froilán roa,1748982719000
police,,la florida,corredor transporte público vicuña mackenna,1748982742000
chit_chat,,buin,av. bajos de matte,1748982719000
police,police_with_mobile_camera,,autopista nororiente,1748982748000
jam,jam_heavy_traffic,chicureo,av. chicureo,1748982765000
jam,jam_stand_still_traffic,chicureo,av. chicureo,1748982762000
chit_chat,,san miguel,gran avenida josé miguel carrera,1748982747000
jam,jam_stand_still_traffic,santiago,fray camilo henríquez,1748982768000
jam,jam_heavy_traffic,las condes,camino el alba,1748982749000
police,,las condes,av. vitacura,1748982748000
hazard,hazard_on_road_construction,providencia,av. salvador,1748982749000
jam,jam_stand_still_traffic,ñuñoa,general bustamante,1748982753000
chit_chat,,las condes,av. vitacura,1748982770000
hazard,hazard_on_shoulder_car_stopped,,ruta g-30 / camino a lonquén,1748982766000
police,,cerrillos,pablo suárez,1748982769000
police,police_with_mobile_camera,la florida,san antonio de padua,1748982767000
