type,subtype,city,street,pubMillis
jam,jam_stand_still_traffic,vitacura,av. américo vespucio norte,1748990707000
police,,"malloco, peñaflor",av. miraflores,1748992227000
jam,jam_heavy_traffic,cerrillos,av. aeropuerto,1748992217000
jam,,la pintana,camino el mariscal,1748992211000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748992222000
jam,jam_stand_still_traffic,san bernardo,arturo prat,1748992229000
jam,jam_heavy_traffic,san bernardo,av. portales,1748992222000
jam,jam_heavy_traffic,peñalolén,av. tobalaba,1748992237000
jam,jam_heavy_traffic,,autopista central,1748992247000
jam,jam_stand_still_traffic,chicureo,camino chicureo,1748992263000
hazard,hazard_on_road_construction,chamisero,av. chamisero,1748992243000
hazard,hazard_on_shoulder_car_stopped,santiago,viel,1748992237000
jam,jam_stand_still_traffic,conchalí,av. pedro fontova,1748992259000
jam,jam_stand_still_traffic,quilicura,el saladillo,1748992249000
hazard,hazard_on_road_object,,autopista central,1748992256000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748992267000
jam,jam_heavy_traffic,quilicura,el molino,1748992266000
police,,providencia,av. el bosque,1748992264000
hazard,hazard_on_shoulder_car_stopped,providencia,av. salvador,1748992242000
accident,accident_major,peñalolén,av. grecia,1748992250000
jam,jam_stand_still_traffic,la reina,san vicente de paul,1748992264000
jam,jam_heavy_traffic,providencia,av. los leones,1748992245000
jam,jam_heavy_traffic,,autopista costanera norte,1748992255000
jam,jam_stand_still_traffic,las condes,av. américo vespucio sur,1748992258000
jam,jam_stand_still_traffic,providencia,av. francisco bilbao,1748992269000
jam,jam_heavy_traffic,cerrillos,av. américo vespucio,1748992254000
jam,jam_stand_still_traffic,san bernardo,av. portales,1748992273000
jam,jam_heavy_traffic,la florida,av. vicuña mackenna,1748992279000
jam,,la granja,coronel,1748992274000
jam,jam_stand_still_traffic,pudahuel,av. américo vespucio,1748992291000
jam,,renca,la punta,1748992298000
jam,,las condes,av. alonso de córdova,1748992287000
jam,jam_stand_still_traffic,,autopista kennedy,1748992286000
jam,jam_stand_still_traffic,las condes,av. el bosque norte,1748992297000
jam,jam_heavy_traffic,providencia,av. santa maría,1748992295000
hazard,hazard_on_road_pot_hole,santiago,josé victorino lastarria,1748992295000
jam,jam_heavy_traffic,ñuñoa,av. pedro de valdivia,1748992290000
hazard,hazard_on_road_pot_hole,,ruta g-68 / cuesta barriga,1748992296000
jam,jam_heavy_traffic,la cisterna,vicuña mackenna,1748992306000
jam,jam_stand_still_traffic,maipú,av. alfredo silva carvallo,1748992284000
jam,jam_heavy_traffic,la cisterna,vicuña mackenna,1748992306000
police,,la granja,av. cardenal raúl silva henríquez,1748992307000
jam,jam_heavy_traffic,puente alto,av. el peral,1748992293000
jam,jam_heavy_traffic,la florida,av. departamental,1748992285000
jam,jam_stand_still_traffic,buin,carlos abarca riquelme,1748992319000
police,police_with_mobile_camera,lo barnechea,,1748992320000
accident,accident_major,lo barnechea,,1748992333000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748992335000
hazard,hazard_on_road_pot_hole,pudahuel,av. la travesía,1748992307000
police,,providencia,román díaz,1748992313000
jam,,las condes,martín de zamora,1748992329000
jam,jam_stand_still_traffic,santiago,carlos silva vildósola,1748992328000
police,,las condes,alhué,1748992308000
jam,jam_stand_still_traffic,san miguel,carlos silva vildósola,1748992313000
jam,,la pintana,camino el mariscal,1748992325000
jam,jam_heavy_traffic,la cisterna,vicuña mackenna,1748992338000
jam,jam_stand_still_traffic,san miguel,carlos walker martínez,1748992317000
jam,jam_stand_still_traffic,maipú,av. alfredo silva carvallo,1748992345000
jam,jam_stand_still_traffic,san bernardo,av. lo blanco,1748992314000
jam,jam_heavy_traffic,puente alto,cardenal oviedo,1748992342000
jam,,la florida,punta arenas,1748992344000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748992350000
jam,jam_stand_still_traffic,quinta normal,coronel robles,1748992367000
hazard,hazard_on_road_pot_hole,pudahuel,av. la travesía,1748992340000
jam,,providencia,av. holanda,1748992346000
police,,el bosque,mar de chile,1748992371000
hazard,hazard_on_road,puente alto,av. ejército libertador,1748992376000
police,,puente alto,av. ejército libertador,1748992374000
jam,jam_stand_still_traffic,providencia,av. eliodoro yáñez,1748992382000
police,,lo espejo,cardenal raúl silva henríquez,1748992394000
jam,jam_stand_still_traffic,,autopista vespucio sur,1748992413000
hazard,hazard_on_road_pot_hole,,acceso a camino a melipilla > lonquén / santiago,1748992387000
hazard,hazard_on_shoulder_car_stopped,la granja,coronel,1748992409000
jam,jam_stand_still_traffic,la florida,josé miguel carrera,1748992385000
jam,jam_stand_still_traffic,,ruta 5 norte,1748992403000
hazard,hazard_on_shoulder_car_stopped,,salida > colina / lo arcaya / quilicura,1748992418000
hazard,hazard_on_road,quilicura,av. américo vespucio,1748992412000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748992437000
jam,jam_stand_still_traffic,santiago,av. tupper,1748992408000
jam,jam_heavy_traffic,quinta normal,nueva imperial,1748992414000
jam,,renca,av. dorsal,1748992423000
police,,las condes,av. apoquindo,1748992432000
jam,jam_stand_still_traffic,las condes,av. el bosque norte,1748992419000
jam,jam_stand_still_traffic,san miguel,carlos silva vildósola,1748992425000
jam,,la reina,av. echeñique,1748992424000
hazard,hazard_weather_heavy_snow,maipú,av. alfredo silva carvallo,1748992428000
jam,jam_heavy_traffic,la cisterna,la granja,1748992417000
jam,jam_stand_still_traffic,san bernardo,av. portales,1748992434000
jam,jam_stand_still_traffic,la florida,paso bajo nivel / froilán lagos,1748992452000
jam,jam_heavy_traffic,la florida,las perdices,1748992422000
jam,jam_stand_still_traffic,la florida,av. la florida,1748992438000
police,,lo barnechea,,1748992463000
jam,jam_heavy_traffic,santiago,mario kreutzberger,1748992470000
jam,jam_heavy_traffic,renca,av. domingo santa maría,1748992444000
jam,jam_heavy_traffic,quinta normal,coronel robles,1748992474000
jam,jam_heavy_traffic,,autopista central,1748992447000
hazard,hazard_on_road_object,las condes,av. las condes,1748992450000
jam,jam_stand_still_traffic,ñuñoa,av. américo vespucio,1748992468000
police,,maipú,pasaje esquina blanca,1748992480000
hazard,hazard_on_road_pot_hole,la florida,av. tobalaba,1748992461000
police,,la pintana,av. gabriela,1748992478000
jam,jam_heavy_traffic,conchalí,av. presidente eduardo frei montalva,1748992495000
jam,jam_heavy_traffic,peñalolén,av. grecia,1748992499000
jam,jam_heavy_traffic,las condes,san francisco de asís,1748992486000
jam,jam_stand_still_traffic,vitacura,las nieves,1748992485000
jam,jam_stand_still_traffic,maipú,vicente reyes,1748992487000
jam,jam_stand_still_traffic,san bernardo,av. portales,1748992510000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748992485000
hazard,hazard_on_shoulder_car_stopped,la florida,rojas magallanes,1748992512000
jam,jam_heavy_traffic,la florida,av. walker martínez,1748992498000
jam,jam_heavy_traffic,peñalolén,av. consistorial,1748992515000
jam,jam_heavy_traffic,la florida,av. tobalaba,1748992500000
jam,jam_heavy_traffic,buin,camino buin maipo,1748992510000
jam,jam_stand_still_traffic,pudahuel,diego barros ortiz,1748992512000
jam,jam_stand_still_traffic,,autopista central - eje gral. velásquez,1748992535000
hazard,hazard_on_shoulder_car_stopped,pudahuel,av. la travesía,1748992527000
hazard,hazard_on_shoulder_car_stopped,quinta normal,radal,1748992523000
jam,,huechuraba,santa rosa de huechuraba,1748992516000
chit_chat,,santiago,abate molina,1748992449000
chit_chat,,las condes,av. américo vespucio sur,1748992530000
jam,jam_heavy_traffic,la reina,av. ossa,1748992275000
hazard,hazard_on_road_pot_hole,macul,av. macul,1748992495000
jam,jam_stand_still_traffic,providencia,av. eliodoro yáñez,1748992454000
hazard,hazard_on_shoulder_car_stopped,providencia,vasconia,1748992385000
jam,jam_stand_still_traffic,las condes,paul harris,1748992038000
jam,jam_stand_still_traffic,ñuñoa,av. ossa,1748992293000
road_closed,road_closed_event,,los conquistadores / túnel san cristóbal,1748991202000
jam,jam_stand_still_traffic,la reina,salvador izquierdo,1748990118000
jam,jam_heavy_traffic,,acceso costanera sur,1748992020000
jam,jam_heavy_traffic,las condes,augusto leguía norte,1748990909000
jam,jam_stand_still_traffic,lo espejo,ruta 5 > norte,1748992547000
jam,,calera de tango,santa inés,1748992530000
police,,cerrillos,av. salvador allende,1748992540000
jam,jam_stand_still_traffic,san joaquín,av. departamental,1748992536000
jam,jam_heavy_traffic,la florida,av. trinidad,1748992534000
hazard,hazard_on_road,buin,camino buin maipo,1748992533000
accident,,buin,camino buin maipo,1748992528000
hazard,hazard_on_shoulder_car_stopped,lampa,av. presidente eduardo frei montalva,1748992541000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748992565000
jam,,colina,general san martín,1748992561000
jam,jam_stand_still_traffic,lo barnechea,,1748992573000
hazard,hazard_on_road_construction,estación central,av. ecuador,1748992575000
jam,jam_heavy_traffic,estación central,arica,1748992567000
hazard,hazard_on_shoulder_car_stopped,pudahuel,av. la travesía,1748992561000
police,,santiago,av. brasil,1748992550000
hazard,hazard_on_shoulder_car_stopped,,autopista costanera norte,1748992571000
police,,recoleta,pío nono,1748992555000
jam,jam_heavy_traffic,vitacura,av. alonso de córdova,1748991317000
hazard,hazard_on_shoulder_car_stopped,peñalolén,av. consistorial,1748992565000
jam,jam_heavy_traffic,san joaquín,av. las industrias,1748992557000
jam,jam_heavy_traffic,,salida > batuco / liray / retorno,1748992595000
jam,jam_stand_still_traffic,,ruta g-182 / camino a lampa,1748992598000
hazard,hazard_on_shoulder_car_stopped,peñalolén,av. grecia,1748992589000
hazard,hazard_on_shoulder_car_stopped,macul,av. monseñor carlos casanueva,1748992598000
jam,jam_heavy_traffic,peñalolén,mariano sánchez fontecilla,1748992595000
police,,vitacura,,1748992586000
jam,,san bernardo,bulnes,1748992598000
police,,pedro aguirre cerda,,1748992590000
police,,cerrillos,guadalajara,1748992605000
jam,jam_heavy_traffic,maipú,av. portales,1748992610000
jam,jam_heavy_traffic,peñalolén,av. las torres,1748992600000
jam,,,ruta g-16,1748992614000
jam,jam_stand_still_traffic,,ruta 57 ch / autopista los libertadores,1748992629000
jam,jam_stand_still_traffic,,autopista central,1748992615000
jam,jam_stand_still_traffic,las condes,av. alonso de córdova,1748992639000
jam,,ñuñoa,exequiel fernández,1748992638000
jam,jam_stand_still_traffic,las condes,av. manquehue norte,1748992637000
police,,lo espejo,ruta 5 > norte,1748992641000
jam,jam_heavy_traffic,,autopista vespucio sur,1748992645000
police,,cerrillos,la primavera,1748992635000
jam,jam_stand_still_traffic,,ruta 76 / camino san alberto hurtado,1748992646000
police,,la cisterna,av. lo ovalle,1748992638000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748992655000
police,,maipú,av. pajaritos,1748992656000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748992674000
jam,jam_stand_still_traffic,quilicura,av. manuel antonio matta,1748992650000
jam,jam_heavy_traffic,,costanera norte,1748992648000
jam,jam_heavy_traffic,peñalolén,mariano sánchez fontecilla,1748992666000
jam,jam_heavy_traffic,santiago,santa lucía,1748992678000
jam,jam_heavy_traffic,santiago,san francisco,1748992651000
jam,jam_heavy_traffic,,salida > domingo tocornal > puente alto,1748992667000
accident,accident_minor,peñalolén,av. las torres,1748992659000
police,,,acceso costanera norte > poniente,1748992683000
chit_chat,,estación central,obispo javier vásquez,1748992690000
jam,jam_stand_still_traffic,providencia,av. eliodoro yáñez,1748992707000
police,,,ruta 5 > norte,1748992693000
police,,la cisterna,gran avenida josé miguel carrera,1748992692000
police,,lo espejo,av. padre alberto hurtado,1748992703000
hazard,hazard_on_shoulder_car_stopped,"nos, san bernardo",av. pdte. jorge alessandri rodríguez,1748992704000
hazard,hazard_on_shoulder_car_stopped,san bernardo,pérez ossa,1748992697000
jam,jam_heavy_traffic,"nos, san bernardo",av. pdte. jorge alessandri rodríguez,1748992684000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748992691000
accident,,la cisterna,av. lo ovalle,1748992707000
chit_chat,,la cisterna,av. lo ovalle,1748992693000
jam,jam_heavy_traffic,la florida,maría elena,1748992713000
chit_chat,,,ruta 79,1748992691000
police,,,av. miraflores,1748992709000
hazard,hazard_on_road_construction,lo prado,sergio valdovinos,1748992724000
jam,jam_heavy_traffic,santiago,el parque,1748992722000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748992712000
jam,jam_stand_still_traffic,san joaquín,av. carlos valdovinos,1748992729000
accident,accident_major,las condes,av. presidente riesco,1748992719000
jam,,san bernardo,ramón liborio carvallo,1748992733000
jam,,,autopista vespucio sur,1748992731000
jam,jam_stand_still_traffic,san bernardo,josé joaquín pérez,1748992745000
jam,jam_stand_still_traffic,san bernardo,josé joaquín pérez,1748992722000
jam,jam_heavy_traffic,la florida,maría elena,1748992740000
jam,jam_heavy_traffic,puente alto,av. concha y toro,1748992722000
jam,,,acceso a av. general velásquez > norte,1748992768000
police,,santiago,av. manuel rodríguez,1748992761000
jam,jam_stand_still_traffic,las condes,av. américo vespucio norte,1748992755000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748992781000
jam,,la cisterna,av. presidente josé joaquín prieto vial,1748992769000
jam,jam_heavy_traffic,la cisterna,gran avenida josé miguel carrera,1748992760000
jam,jam_heavy_traffic,peñalolén,av. las torres,1748992764000
accident,,huechuraba,los nogales,1748992784000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748992789000
accident,,,acceso a av. general velásquez > norte,1748992802000
hazard,hazard_on_shoulder_car_stopped,peñalolén,av. consistorial,1748992778000
jam,jam_heavy_traffic,las condes,san francisco de asís,1748992800000
jam,jam_heavy_traffic,la cisterna,cerro negro,1748992783000
jam,,san bernardo,barros arana,1748992787000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748992784000
police,,maipú,av. lo espejo,1748992790000
jam,jam_stand_still_traffic,maipú,presidente arturo alessandri palma,1748992801000
police,police_with_mobile_camera,puente alto,av. ejército libertador,1748992794000
jam,jam_heavy_traffic,,salida 37 > avenida punta arenas,1748992792000
jam,jam_heavy_traffic,peñalolén,av. tobalaba,1748992793000
jam,jam_stand_still_traffic,macul,av. américo vespucio,1748992809000
jam,jam_heavy_traffic,la florida,av. la florida,1748992815000
hazard,hazard_weather_flood,,ruta g-494,1748992806000
jam,,liray,tierra linda,1748992819000
jam,jam_stand_still_traffic,huechuraba,mejillones,1748992809000
jam,jam_stand_still_traffic,conchalí,av. pedro fontova,1748992832000
chit_chat,,estación central,obispo manuel umaña,1748992655000
jam,jam_heavy_traffic,santiago,av. manuel rodríguez,1748992806000
hazard,hazard_on_road_pot_hole,quinta normal,santo domingo,1748991452000
jam,jam_heavy_traffic,providencia,josé manuel infante,1748992842000
police,,recoleta,recoleta,1748992667000
jam,jam_heavy_traffic,san miguel,av. carlos valdovinos,1748992573000
jam,jam_heavy_traffic,las condes,isabel la católica,1748992211000
accident,,vitacura,av. juan xxiii,1748992447000
jam,jam_heavy_traffic,las condes,av. las condes,1748992395000
jam,jam_stand_still_traffic,,salida 5 > tobalaba,1748991108000
jam,jam_stand_still_traffic,las condes,los militares,1748991440000
